id,title,category_id,type,module,url
01a52ab1-55f1-42fb-ba09-bc81d6e4ecc8,Kecamatan Kedungkandang Dalam Angka 2023,5,publikasi,publikasi,https://webapi.bps.go.id/download.php?f=jT8/C+TG3AQtbDEOAY3XZ3dNdCtkZUFvbi9KRVdIWnRkWmJQcUZpRmV2ZjVTbGVrb2JPNk1WZ0xLMEs1bW44R2xyalppbE1qczlyNzZxdCtzODhjT2tKK1RMMkcvWnp2ZnY4RUJwTzd1T3RZODVSbUNMdWlEMEM5ZExpZU1TSXc1Z3Z4Nzk3RDNTTUJCMnhzcmR2T20yamhlNEFLYWlyOFF1cTdHQzlEWGRrcVlXc0JzYVljYk4zUGxVWFVrSGhxQk9FRHJqcm5WMXdIbFp0eUVGV09CSEpZWnVIN3BBeGNkeEpNczBEQ2RmK2YzVU5JMFdwNThBSVhMdjhmTWo5Sld2VEdRc2JvR1JPc0RRdG83WHpOUE5LMlNEK1VIQ2N6ZEFBMk9RPT0=
01a9b000-37ed-4cbe-bddb-decfc6eee45d,Statistik Kesejahteraan Rakyat Kota Malang 2018,7,publikasi,publikasi,https://webapi.bps.go.id/download.php?f=1WwihYkKBRYL1+ZQ+VyrwUpuZWFGNUpGR1FvMERVZmUxMklLV0d3UHFzdXF2bm9zdDZCTGU0YkZmZFd4OTlmWjNpcDVkWXlNNXFzU3ZtaTVJMTkzVUl5MWNiSEpNNit6V1ZOQ0dPN2V3Y0FLQ1VyVFpySXNZVERkUWxsUHpwbDdEM0M5MWhYa3JxeFE2Ukx0dGt4N1g0dzE2cDAvRXd4MC9sR1I3VWZnODRTUjg4UzJqODJ2REZEZzQ3azhIUFAxSHM0OXlxS2p6VnlPa21iZGRWTmRnVzk0V2Rsa2ZsU1dtdHZBR1o3VlA4NFRwQkw3V05wNFl5RnZzQis5V2huV2dBSzZJKzBYOEEwVW00TTdHbEZmT3F5TUE2dkF5WFpQT1BTKytnPT0=
02c35551-c586-479e-82a9-fb97ff9ae1f7,"Perkembangan IHK Kota Malang, September 2024",1,infografis,infografis,https://webapi.bps.go.id/download.php?f=tZClo81WB6vrBLJbGqmEj2NyMzdqVTNKWEJpcEt6Wm9kbkRyT013TEx0QnVCNGVwU0c2RzFLTGRaTTVydGxnbE84UDFEWXhGZGh2WnAvTk90aGhrbm0rTFZ5cWdBWGxtVzBUZG5VNU1ORDlNb2poeFFHeFlsSHREWEd6bkIremtSU3JTU3dMUEJndmpSUWJheTVkaVNjOE81elFxeWRsUHViTkFocXlzYmZpWFRYa1lldjl1Q2dUY01FQVpnZXpJOFZlQk9YaitRSWhLNkJXNjdUNnFRUlNrU3psaE14Y0VMM1NXWERSWEt2VVJURElieDlKdFQvT0t1R2wwelFUdk9tckhRbjN5V1RiNWFYdDY=
0314b1b9-496b-4ad8-a073-697bf6b2ae77,STATISTIK DAERAH KOTA MALANG 2015,5,publikasi,publikasi,https://webapi.bps.go.id/download.php?f=sk0t6fBS84gF4ePxgOgSy1J6V2RIazhvVHIwZTk4WVQxMXFzd0ZTaEVRU0V5L3ZpdCthcHlWRmlmU1U2V3NxK0pUQTQxbzBzSVVPUmRNbGJwQnB0Ukwrd3NGMDlLNy9rcng5WUtobVhCNTVMVHo0U1libElrMGwya2RXQmNrdjMzRWdzaTZGTjlRVUVOaXlvcS9LRFMvOWNxUEdycnZURFg2SjZBbkU0UkxtZU1pbEJUVGtwYlFhYTNUU0k3RWRhb09UZm4yTDRxRFJLclg1azRhblkrcWJxTUg5SUZkMlIybnFxWk0rVU0yckN4YTJnSFF2RTNqUjNBT0V3UHNPZ1NDR29tbXVqQ05SNi9zYWk=
0323a351-5961-4f90-a467-3891529c2edb,Kecamatan Klojen Dalam Angka 2018,5,publikasi,publikasi,https://webapi.bps.go.id/download.php?f=ErexGzv96EHBtp3309tlGTVuQzZTa3NBSWJDdzE3UmpCWG9KWkxMUDlWUnpuZm11VE1tVXlZbWcwOTZFWmRVb0w1R2R4dk5sME16MEIyMDRDWVk4UnBPOEZxRFBvcFBZMXJ4SWF4L29NdHd1OE01L3c1VHM1SXFTM0JFVjlaUW5LZGlLY2NYclN0SHI4SjJVcCtoTUFFQUZnWGN4ZTFyNCtaNzBnaDZNUnk4bG05Q3gzbEJ4QzVmS2tMOUhRNk9ORzY3TVo4Tk9PZ08yV3hKK3JKZzFNN2pUZHhtMGFEKzA5V1FWZEZlRHFzSklPbUxYd3lXQTlqZ1o0VDExaXI0WndlbC95bHg5YU1qWGUrSHY=
0347c7e9-adc4-4c1c-9a4d-a0368934926b,Perkembangan Pariwisata Kota Malang September 2023,1,infografis,infografis,https://webapi.bps.go.id/download.php?f=4Z2UNb/SjSHo88FbPU/rz0xuTnRyLzQ0Tk00RmcyNmRUbnRQcy9NQ1NPYUpaVVdvdTQ5anVPSDU3QzlwQ0s4NzRZajVDM1ZTS2I2cmhSTlViVGgxbWFTOUVITE9ydGlRK0RUTjVNblJQb29xRE5LVjRHbk1yWDNyVXZtTGo5K0xQSG1mb1pQZ3lkeEZ0ZFFyM2RVWDE4bVNIaG1oUVV4YThOVGp2b01NYXpGcjkwZ2YwcXJrWGY1ZFpzeUdSN2ZOYzk0ZkxzRnV5eXphQ3IrSVBGNHhQOHVzaldjVVVaZXR4VWhxT2t0Y0xwdTZyZ1daQkRzYWEra3lYZjh2S0lxSHJDRmtxcmxzcnlSeEJHZGM1YUpzdkw0WVJnQmsrZjR4amVrb0J3PT0=
03678c29-5e05-4b2e-a740-1194ea225a77,"Perkembangan Inflasi Kota Malang, Juli 2023",1,infografis,infografis,https://webapi.bps.go.id/download.php?f=MSyMJEgJ5EM5JHxvwuLWaDgrMDVUdFIxdEtnVFdGZ05sS1BlOHdiS1hYTkl0OG1HaGlrZWZ2eTNTVVlXVHE4bTRhSGdBZjUwNFA3bm90bEhRWXp4UGM3WUdLVnAyeDFXamhSTTZIei9kMVhEc1BxTnFNcnZPdVgxMlBLaUkvQjlTK1Roa2pRWjBVcWxRbENmbTdDL1JqeFZYcEtTVWViOHpoV0MwZW9yTGtiNlc0NEFQamJkNFBFWlFnYkRuc3lHamxtc2J5RE5BMjVTM3pEZ1IvYThwSDVvbkIwbThBSHJINWNybE9YcDkydXB1Q0tweGdIeFN4eGZsNkUxeXJCUXRMczhBK1YxZkVORlY2MSs=
03b35e36-508f-43fb-a6e5-82113f453d53,"Perkembangan Indeks Harga Konsumen Kota Malang, April 2024",1,brs,brs,https://webapi.bps.go.id/download.php?f=PLGhK1DwhLoRnfPbmIcKODRJUHRsc3NtTzNVWW5CM3hxTlNMWkNiMlhUWnRWb2JHU1VUWERnazc5d1FYM1hqbk05eS80QXlzbEZITWEzdCtmanhuRWkyLzdyNEtPOEVmYUxMWHNiaWUwYW8rNVlNb0dIYkYrcnJHazUzb1ZNVWllT0ZEVHU2ZXhmU1g5Y01veWpPWFlkUWJLY3FJSHVnaFNKSjduVGIrTGk2c1pheGpKemtLaDEyL0ZBSmM1enBUazZUd2FhbUJMYUM4TnBGRXY0TXg1WHFvYXg3RDNZTTF2WUxWYzNCenVtRFRvWEJ1Wk1EbTg3ZDVCVFkwaG5rTnNlRHB1ZDhrVUFVNjJiTnpFYmVPVVZ1cUROblhnSHVGR0M1SC9YOXkwbG9FTklra3JPdkp5cXhkSC9JRjZCUkw2bW1PK0t4aFhNODhQTTZickVRZ285U1dpdDBCUTU2bXRKb1VCSDlqY2ZvMnF0Y2RTTGhrekdrZlNkaCtOeUJyVXMwM2ZlbkJIU2NaeEZ1Q0RoMkFGZzhmdTdNRUpscm5sVHRVL0E9PQ==
04d883ad-921a-4fba-b4b6-5ff79feacb34,Hasil Sensus Pertanian 2013,5,publikasi,publikasi,https://webapi.bps.go.id/download.php?f=pxhQWAwkHG6Ibyvi1r2ntzRHLzliQ0ovN2UweEI5U3RZOHB4ZDMybzFDVUVMaFVXK1BXdFpQM1JxMGRhU3F0SWkyeXlNcDc1eGthb3g0eXFERTFtUEozb0tNUytHdC8rbUNRSGhJUGRDU21ueW1jZXNnaUNsc0p4OWU1R2NIeVZqd3hvU3ZaREJLYkJuQmk4Y0tFUTg5WGZncVBFcmkzRjFxU01TeXBoN2JVUFZPYytZS2xYNWVXd1pydG1pdTVjQTBxRG1SU01weWJKNEVGUjUzblMwY2N5UmEyU1FmcFIrR0hLWUE0Tm82MUw2S05CZXFISEJ2d3FGM0pHcEZFMHlLLzRlWWxUSXNKQk9jdFI=
04f1854a-3cd8-4aee-a7ae-cb4d7b2444ed,Statistik Daerah Kecamatan Sukun 2012,5,publikasi,publikasi,https://webapi.bps.go.id/download.php?f=LZd80DortRAYiWcLHRauilNyaTFROEZSYnFoM1BweWxNbXlvaDFJQ2h3NXBnWVFGT0t3YTRISTcvMmZyL0hOUlN0NXJOd1FQaDl3OWVyRk5vUG5SaEQzTFoxb014ZE91V3VlclIxbjdJaUUxb0w5bjdRczVzM1Q1ZlFkYTRmVzRnYlMwL0VieXpKS2JPazNQYXU0ZWtSQWFYcXNVNGpXSDRnY2FGWWRibGxTQ25zR3NhN0JpNGl5bFRXKzk5dHZwUDZJbitaQUJvRlJwUVlBVFZPVXlxeFJsQjNnYnEzMkVwYmVWcy9oeTBjL01LbVhJNXNPckZEamZIdm01TmNGL29EYUZpOHZkRzI4alNNQXk=
05011e6a-8a7c-4bc4-856e-abdaa577213c,Perkembangan Pariwisata Kota Malang Januari 2022,1,brs,brs,https://webapi.bps.go.id/download.php?f=muucahK6+JfPIn5ErquXZlJ2T01OVlk1OUVqZW5XRUIvSE5qQ2MvRTNLTm9vUVMvU1I0bmo2ZVB5dlB2SWZGU0pXMmx3L0JlQXgrM2RQRURNSDBGRDJpMHBPUjVjYy9hZTgyNm5Ha3FkWjYwclcvMUc4M3U2OWxPTERoZU9KSUJva043OVYrWkJmaThQdzVmYUhkRENHUUdWRWFrOGpVWStYb2g4OFR1b2JJK0lxK3ZUNEd3MzlYVzBJSU5KVEF1T1RGNnBPeVZpd3ZTZUFPbmtJRk52NC9nWU5DdEcwekk4cnR2dXlGdVYvYkh2TmIreGVXRjIrQVJNN0NQNmlIeFFLdnV3WnFzSkNGMmpaRUV6QnBlbXRDckVTSlFzOEVNV0I4Tkg1RUhaUEt4d25FLytSSTJ0ckNWYjZSalVtQzJLRzdMYnB3RkJZZVNnWUxFalh4bGljYWVhcmZ1dXpFeDFvTndBMGVRZGY4Uk5FZU43RVNQMHhka2FxL0pldXpKalBZbmg0ODB4SXR6c3hDRQ==
050c57f3-d2fd-4402-b2d6-9751ce92644c,"Perkembangan Indeks Harga Konsumen Kota Malang, November 2023",1,brs,brs,https://webapi.bps.go.id/download.php?f=rcIPsNH2lMYKXBI2KyKDhFdyV2U2WXRLVy9Wbmx1WTNOaXdMdjlmMzViemVWMXBFak5xTEdEQlVhUExZeXZZa3A3VUJKa1VoN2JCQ1VCTDAzb3FFeTlCMDFZanRDeHRhZ1AvT3A2QzZxWFVTZHI2S1hsckgvdzlXRGl2eWdaRmovaUdUSVRvZEp3ZFR6U2pJRGZpdWs1eTFIK3R6NTUrdjIzSjFFbTRmd3RZdjBQSENDT0JXN3VzNjdGTXlUK1pMMkw1VVp2OHQvOUxmQmJvdlRJTmUwSkNCR2hoV20rbHNtZktSU0dpS3dsMU12Smd3dkxEalR3dkNGOWRITHpMb0dYSmNrUS9vMmZWc3Q1U1VKSVorUUw5MDRjalFHVkNqSGdoNWRNd2VOUEV6eWQ4eEM3QjlCbjh3OFBKSUFzeWNZZThKOXhJYkN5a2Z6S2pKdEU4Zk9VUUdrakh0Q3htYjdQUnBYbDNVTzFaeEhGeFdEWEhCbXplNUppeGhLa0JPZjhPd3YvU0svZjdpMEI1Y0VwSDFKdGxMSFk0cjBVdVlKYmZYUnc9PQ==
05158336-fd14-491b-83c1-764c02ffb3e4,Kecamatan Blimbing Dalam Angka 2008,5,publikasi,publikasi,https://webapi.bps.go.id/download.php?f=z5JxHjmZMrQSKOE4ZN/9U0JsTnAwTlRWejBVZE40NkJ0RnNJdmhnYVhrbEZLSk9GbzkyYWhvays3SlU5cE9WdTZCaEtCQUsyQmJvSmJrbWlXVGdFRlZLNWFidXVNQi9ZRzVBeHlzSnAybGVUVkNXSlY2SkhGZHNyNjY4Zjc2OU82QU1KZ251N0NYMDRjQyt4SVdQQWNlL0JaWGdHTzlkaDdxaDJSWWw4NlBscGtwTk9vdGdSanRRbVRHazdFeVk5RWxLY1I5WTdudXB0bjgvOGJKejhOb0laakxLUmhhVVV1M3UxMXNqR01SeXNzMXlxaXdjYmI5ZVFHeVVUMzM5MkwzTmFmU0RweUNTOGtGcHM=
053d70d8-4eb6-44ec-8e2f-a0ba3e384e91,Indeks Pembangunan Manusia Kota Malang Tahun 2024,3,infografis,infografis,https://webapi.bps.go.id/download.php?f=ia9aEySv8xky9BvnUiwjAGcvdUtLdFNXVU4rZlArOHJuVGQrQXU1Y1pubDMyTExVNm12NExMOTRKZnA0eDZWMVlKUDBPeTdOckVNK3g3OWpUeE5qaElqRmxFdytmTjM1THJ3VTVHdG1TMUYzUkVUcVh2UTNwSGdzeTl2N0l5b1Y0ZWVNUDV4cS9VaklMQjZrQ0dvNU4rblBMZVQvVEk2TXRzQ3lmUGZ6MnhWMGF3eU9PTG4yd1JDelRXMVkyanQ5c0tUVklWTGVENzdqSXBibmNuUHhXQ1M5blVQMHZMQU5Zc3dKc3QzVjhaQytSM0NmTjE5aGo2UXEybUhaSnlmNVlpL0ZjbFFSTTcvaGZRVVNsTzEwQyt3WjBtSG1vZjhqNXRPVFdRPT0=
05711fa5-2811-42e6-a794-26973c27bcae,Perkembangan Indeks harga Konsumen/Inflasi Desember 2019,1,brs,brs,https://webapi.bps.go.id/download.php?f=/b9PQMl8N1b6ZScGZDeE7DRvVWV6OUtlQzRwVnovZndDMGVyOSt2Q1ZyUjBWVWI2VHNNcUZZS2dVallVMkxIMXB5Z2VYV2NZVGFoaHgxT2dvVHZ3ZE80Z2hLSStLNlBBSnZmM3k3cUNLQVRoM3dSQ1gzVk1tNmNGQ2RTZUlDaWFoWGl5cFRYNWprUWRFV2hHUU9rdjNNOFhPdk13bXlKaEdPUlVyUktPa3NCZzdQSVV6cG55T0pyRlNPc3plQ1kxTDBXbk9PaFZSOVd4OGdFV09tOHRpSnNQVEZ1a2RwaTY0UkhxbGZxYjVuQ3QrUlBVU3Q4akIzUEZSTkg5SFBramNBVE9MUmdoM054SERQbEJTOXhzYU5PZGxLajFEazRNM3ZEQ0RGb2VWODQvRmRpenVNbjA3dU9vOUp2bmg1cTFIRnBOcEo4aUVtVEJVMmM5bm1ReiszbVhvVWtuQ25FVWRReEIvY2lTR0ZCYnZyc0UyK09FT1FIZVVGdnVBOEhtUmo2N1VxVG52TXo4b0huZg==
063f313a-6a08-4e9b-9e14-ef757baf65bc,Kota Malang Dalam Angka 2025,5,publikasi,publikasi,https://webapi.bps.go.id/download.php?f=TeLsg7JPfVh0I6XoxMaibzJXMEJHVzNHdUp0cWgxUXRvc3N2bTg1VTIrMUdzUVFtVVJydHBNWGV4TmVKUE13clpUckNTMEhqU29teGo5ZXF2LzNpOVMveVhEZzQxeE1CV0xudTZnMnB6MXYrTDd1QW83cUU0QzRLN3g0OHA5QXVJMTRnT1A2UHR4VGtTZXF2RTZDaFBlYkhjTXc1bHpWc1Q0VTdXalZZbzhMU0VweFpxV3FsWGZvSmIwc0xmR2M5QXlhSXJNQnRpbGxkaWE1VXdTT2g1L05JMHF4eU5ESlhXWDNnbFBxRFVTekYwWmhUMUEwN2xxWm5ZSWhHV3ZmZUFGcnJ6Vkx2Rk1IRnpxMXc=
067c5f7f-daf2-4ce6-9d35-992bc27bfa16,Inflasi Kota Malang 2019,1,publikasi,publikasi,https://webapi.bps.go.id/download.php?f=6V71yey/ModR4IciwvVBonZhekREWUtZUEZQVzFkR2hVckVrTFZPZS8rWTBKeFNSaHN3dVViOGI5bW53eFVZWjBybjMvdWdpQVQ1RDBuZjFtK1dFK1dBME0xamJLaU5YczgrbVdsY05YNE0xZTFLaHgvdXV1TGswM2FMMVFLVHJmYmxxVFBudW1XS3Ivb1hVU1BGcHIrenE5cTVBL1k4MGQzL1BSckplWG5rL1QzSWUvdGk4bnRUUmhiK3d6Sjhsbm1hQ0x4ZDh2WDdqMEpscFNhV21PektQR2ptU29IWnlTdmZnU0pWN2pZWi9MdDVJTWFOcHBaOCtJd2paYkwxK0RlNHJBYzFKUkZuUjlRL2k=
07400d30-1f36-4b06-9cfa-5176a0069a2c,Kecamatan Lowokwaru Dalam Angka 2021,5,publikasi,publikasi,https://webapi.bps.go.id/download.php?f=KmY2SY0qopk5ifMC8DtKREpta1pTc2Fub01tMnYrY0hsQW5qak1aUVAzWWtxVmVMN3BTenl2VnA2UStocjR3dkk1OG9mckFLdXJFTlgvOFJBeEM0SFFJRmIzM3Y0QWd0WlJlV3hhWXNYSVhka3IzSVpqNnB1Nm1GSXBwTERvZGUwTVBTbHJiWGVVOWZMZURrQTY3ZDU1NUZQYWlnYTFYMVlacEtsQURmYUxWd0ZTZjJoa1VqYkhmN2VVMHlvdk1ZcWdVWUg0c09tU3RzRW9IcTVKQ1ZwSVR5RHR0dFU2TzJWNVJHOUkyRmlEajRZdmwwYTNUSkpUU3hOaUowd0NKbTV3dElrUXhpL3QrcFM0QTA=
07d6814c-b247-4f89-962b-51b233307602,Pariwisata April 2022,1,infografis,infografis,https://webapi.bps.go.id/download.php?f=97SuMYra1NzxOHYk6UjOiEx5RDBFTHd4RGU1dWJxbkZ4UFNhTm9xQ3R2SExtb0dWa1R2U2ttd0J6ZVdpUnMxYmQxQnFDTmRrU3pDZjJ5UmN5bEJBOE0vaDM2NGRsMlBueklYcUc3SEcyRjFQbTIvMDJVbkhQbnkwakZWbmxXdUNEb0NuN1p1MWsvV3dTeDNiN043QUZIS2wydEl2Q2JveWI2bC9tSWZDcVA0YmZZbEVNYUR5ck9zcElDT1VueFgxREd3ZTVNSi8xMmIxbVp0Wg==
