user_id,perekonomian,tenaga_kerja,ipm,kemiskinan,kependudukan,pertanian,kesejahteraan
1c150abd-aef1-4262-88c9-a2cf62c15698,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1cf2e449-92bc-4cb9-9654-ada05e4c30a7,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1da75b54-0804-4637-91a3-51c7ad41781b,0.0,0.0468,0.0,0.0,0.0,0.5,0.0199
1df67d95-a0fb-4867-9c3e-779a608d6ef1,0.0,0.0,0.5,0.0,0.0,0.0,0.0695
1dfc7160-febc-4134-b375-ef4ccae93b89,0.3091,0.0,0.0,0.0,0.5,0.1192,0.0
1e4ff9fa-7482-4c6a-a51a-4a408a233d8a,0.2559,0.0,0.0,0.0,0.5,0.0,0.0
1ec352f3-34a8-45f4-945d-8d792cd01669,0.0,0.293,0.0,0.5,0.0,0.0,0.0
1ff51797-8ed2-4c79-8033-3f861bdcdf01,0.0,0.0,0.0,0.5,0.4447,0.0,0.4502
20tttttttttttt@gmail.com,0.8,0.2,0.0,0.2,0.3501,0.2499,0.35
2246636f-41f5-4a9f-9bf7-7049b84b6a21,0.0,0.0,0.0,0.0636,0.5,0.0,0.0
24fda731-9dff-4abc-a18d-4b0c71524787,0.5,0.0,0.0,0.0,0.0,0.465,0.0
272c5336-b012-4c83-8705-dfc0b499ab8c,0.0,0.0,0.0,0.1967,0.0,0.0,0.5
27c7ce67-1ca5-4aab-8779-14a6b01b545f,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2a3ac83d-44d5-4ef0-ad17-74ed31599096,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2c94ac1b-a583-4b33-9e38-5c61619881f6,0.0,0.5,0.3336,0.0,0.0,0.0,0.0
32510cc6-f2a8-4d1c-805e-57ed94dc51c3,0.5,0.0,0.1392,0.0584,0.0,0.0,0.0
334ae279-e67b-4170-94b4-3399ba6d525c,0.2641,0.0,0.0277,0.0,0.2146,0.0,0.5
34e5f6ff-e0d7-4466-ac39-98ce53d76bf2,0.0,0.2274,0.0,0.5,0.0,0.0,0.0
34eb7a42-53a3-4759-994d-250ab5f37033,0.0,0.0,0.0,0.0,0.0,0.2341,0.5
354736d1-9fa6-436b-9e13-019852ece4e3,0.4947,0.0589,0.0,0.0,0.5,0.0,0.0
354d9152-12c1-4771-8920-8dc5f834c7b5,0.3775,0.0,0.0,0.5,0.2206,0.0,0.0
36c8103c-4abc-40f4-860b-fa8e6ab050f4,0.0,0.0,0.0,0.0,0.0,0.5,0.0826
39b45b42-dc68-4e4e-8d1a-2ed96cdeea51,0.0,0.0,0.0,0.0,0.0,0.5,0.0
3a11961a-a7b7-4b4c-9890-949e5f05825f,0.1227,0.0,0.0,0.0,0.0601,0.0,0.5
3a715355-b71d-4ca7-9860-9a4e18ff2a23,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3aa2c559-909d-4378-8724-9475adeb8d58,0.5,0.0,0.0,0.03,0.1623,0.0155,0.0
3b2afe64-4195-4ba2-beb5-28ff6d4e2eae,0.0,0.0,0.5,0.0,0.0,0.0,0.0
3b7e2026-7253-4f31-b135-7976180610dd,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3edaed50-55e4-484a-ba9f-580944048983,0.0,0.4342,0.0,0.0,0.5,0.0,0.0
3f062f0f-7456-4980-abf4-708e62f8acee,0.0,0.2027,0.0,0.0,0.0,0.0,0.5
4016925d-671b-431b-b75e-ac19cf005045,0.0,0.0,0.5,0.0,0.0,0.0,0.0
42b408e4-e487-4993-9c29-e8f4fd60b8ff,0.0,0.0,0.0436,0.0,0.0,0.0,0.5
433827f9-f94f-4f27-8326-59b3a3a3d7da,0.0,0.0,0.5,0.0,0.0,0.0,0.0
4474b60b-26aa-4527-a363-70e0b1786d79,0.0,0.0,0.0,0.0,0.0,0.0,0.5
4524b2e2-d928-4fe2-91df-7be94fe02005,0.0,0.0,0.1078,0.0,0.5,0.0,0.0
4624fa85-5ac9-46dc-b86d-44ca211dc538,0.0,0.0,0.0,0.5,0.0,0.0,0.0
471bb4c8-5fcf-40d4-8513-47d746ad0aa9,0.0,0.4586,0.0,0.0,0.0,0.5,0.0
484ec8ff-3084-40ac-8cc1-a8e715a8703c,0.0,0.5,0.0,0.0,0.0201,0.0,0.0
48c1a931-977a-41f4-99a6-64f3a90ba663,0.0658,0.0,0.4084,0.0,0.0,0.0,0.5
4a99c6ac-6669-47d0-994e-feb06fc10189,0.0,0.0,0.0,0.5,0.0,0.0,0.0
4d10b570-69c4-4096-bb5a-6214c50650e9,0.0,0.0,0.0,0.0,0.5,0.0,0.0
4dbfe743-bac7-4b59-b1e5-7a0f20ae6ace,0.0,0.0,0.0,0.0,0.0,0.5,0.0
4df5b449-7512-4e85-8670-a3796cc912b4,0.0,0.0,0.0,0.0,0.0,0.5,0.0
4ea983ff-d2ea-4975-81ee-a2f2374eb41e,0.0,0.0,0.0,0.0,0.0,0.5,0.0
50c46453-a481-4da6-82a7-0c8a50e87db6,0.0,0.0,0.0,0.0,0.5,0.0,0.0
5387b842-a6de-49a7-bad2-f07bebc14b78,0.2166,0.0,0.0,0.0,0.0,0.0612,0.5
5461a3b4-38ff-4a07-96cc-e1684cb61c8d,0.0,0.0,0.0,0.0,0.5,0.2884,0.0
56245117-fa56-40b0-abda-61a008e9c55d,0.0,0.0,0.0,0.0,0.5,0.0,0.0
563e6f83-b198-4213-b917-b3ed5ee8c663,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5684d7a3-b32b-45e5-8ee6-08f6e1d821e6,0.0,0.5,0.0,0.0,0.0,0.0,0.0
573fab6f-8393-473e-b2f3-5332639137ab,0.0,0.0,0.0,0.5,0.0,0.0,0.0
57a6e30d-75ed-4546-9cf5-e243d36df54a,0.0,0.0,0.5,0.0,0.0,0.3925,0.0
57e1aebe-4916-43b7-9e56-aaa2c7f84f54,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5bef9134-e26f-4c9a-a207-563459d8df06,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5df83905-1414-4356-9eb7-5bf8197e85aa,0.0,0.0,0.0273,0.0242,0.0,0.5,0.0
5f222aa7-facf-41d7-a52a-e268fd09afda,0.2018,0.0,0.0,0.0083,0.0,0.0,0.5
5f5bedb5-5710-4e51-be85-dd92c98955a5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
60df3709-bb14-4662-942a-db23cd59d25e,0.0,0.0,0.0,0.0,0.5,0.0,0.0
62be2e29-965d-4bc4-ac39-17d20b489284,0.0,0.0,0.0,0.0,0.0324,0.5,0.0
6688f4b0-cb1f-4eae-8cf1-e4bcc719e547,0.0,0.0,0.0,0.0,0.0,0.5,0.0
689e3360-0d08-4484-b292-f6d3bf576961,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6923a6ff-95d3-418e-8644-e76e9df9870d,0.0,0.0,0.0,0.0,0.0,0.5,0.3477
6d982885-9151-450b-a3d0-8ae3d3834bab,0.0,0.0,0.0,0.5,0.0,0.0,0.0
6fc8bca8-acda-4e97-be63-10b678669e6c,0.0,0.0,0.0,0.5,0.1648,0.0,0.0
7089edbc-8498-4eb7-842e-0cf96bdbab15,0.0,0.0,0.5,0.0,0.0,0.0,0.0
715446d7-31e5-4272-9046-63ac1970ec63,0.0,0.0,0.0,0.0,0.0,0.0,0.5
723df805-7494-46a8-a560-bedb66a1627f,0.0,0.0,0.0,0.0,0.0,0.5,0.0
72ff2567-cb58-4327-80d7-bce760a0fc83,0.0,0.0,0.5,0.0,0.0,0.0556,0.3935
771a3ab5-1bc8-4fd6-9724-78014e35a1f9,0.0,0.0,0.0,0.5,0.0245,0.0,0.3207
77c23bbe-c693-4764-bab6-6ccef2a47c50,0.0,0.0,0.0,0.5,0.0,0.0,0.0
77f4be0c-7c5a-415d-8bc4-4662996bc919,0.3063,0.0,0.0,0.0,0.5,0.0,0.0
78e9f7e7-e063-421e-b321-cc7fbdf4a66b,0.0,0.5,0.0,0.0,0.0,0.2216,0.0
7ae971d7-24f3-4efe-bd2b-4e6ebecf07cd,0.0,0.0,0.0,0.0923,0.0867,0.5,0.0
7b52d563-5510-4d81-982a-9572b8231e94,0.5,0.0,0.0,0.0,0.0,0.1707,0.0
7be02917-28d1-4a41-a4a9-c4ee90eeba35,0.0,0.5,0.0,0.0,0.0,0.0,0.0
7c0e9ae2-abb3-43d8-9714-bd1981eeb4a7,0.0,0.0737,0.5,0.0,0.0,0.4445,0.0
7c4c51f1-0466-4a85-87f3-8355a2f147c2,0.0,0.5,0.0,0.0,0.0,0.0,0.0
7f5c80be-9b69-4c2f-8159-809e47db56c8,0.5,0.0,0.0,0.3039,0.0,0.0,0.0
808650b5-6019-4992-a643-a2f680f787be,0.0,0.0,0.5,0.0,0.0,0.0,0.0158
82f5d440-144d-45d6-8ffc-c3ce20b1219f,0.0,0.5,0.0,0.0,0.0,0.0,0.0
83ab3e8c-20c1-4546-96d3-8ae82e493b2c,0.0,0.0,0.0,0.0,0.5,0.3791,0.0092
856ccb73-e51f-4c43-ac61-cb313269b8a7,0.0,0.0,0.0,0.0,0.0,0.5,0.1994
8721f7bd-0abb-4c6c-8ee7-4c2c1816e45c,0.0,0.0,0.5,0.0,0.234,0.0,0.0
8787b054-9cd0-4ea2-9940-8a4f7b05e438,0.0,0.0,0.4824,0.5,0.0,0.0,0.0
8873781a-4dc5-4524-ba23-9426b6fecbd1,0.0,0.0,0.0,0.5,0.0,0.0,0.0
88c02df3-b2fd-4097-95f1-487447a398cf,0.0,0.0,0.0,0.0,0.1706,0.0,0.5
88dc4537-722d-40ee-a1cf-cf58144e9feb,0.5,0.0,0.0,0.0,0.0558,0.0,0.0
89284e24-98c9-4269-9b35-bcfd80e5f15b,0.0,0.0,0.0,0.5,0.0,0.0,0.0
8a3b5998-467c-4db1-8a3e-3aad895b794c,0.0,0.4777,0.0,0.0,0.0,0.5,0.0
8b347190-f7eb-4396-b5b8-89169274704a,0.4815,0.0,0.0,0.0,0.0,0.0,0.5
8cb4cede-9256-4306-bb13-308e5fa45b1a,0.0,0.0,0.0,0.0,0.5,0.0,0.0
8efd9109-1544-4d8f-9d5a-c3598061fe9c,0.0,0.0,0.0,0.0,0.1797,0.5,0.0
8f05240d-d20a-4964-8007-17dcbe2c2195,0.0,0.0,0.0,0.5,0.0,0.0,0.0
924dc5ec-363b-45b4-898b-bb000275e60d,0.0,0.048,0.0,0.5,0.2903,0.4011,0.1187
92938329-ecaa-4dea-b2e9-2e6cc1e38b2d,0.0,0.5,0.0,0.1328,0.0,0.0601,0.0
93741b83-40b9-4da5-97bf-dac7a25831e8,0.0,0.0,0.2577,0.0,0.0,0.4458,0.5
94f038fe-2e1a-4365-82eb-7949dc928a02,0.0,0.0,0.0,0.0,0.5,0.0,0.0
94f32ef2-d4bf-4a01-ba61-85bf99df8bbc,0.0,0.4555,0.5,0.0,0.0,0.45,0.0
9605dd6a-f30d-4b71-9385-d4876cdee392,0.0,0.0,0.0,0.5,0.3435,0.0,0.0
964beff9-e120-43f4-a7e7-e56c0f3e4444,0.0,0.0,0.0,0.5,0.0,0.0,0.0
9681fd98-b279-4bd1-8515-b73312f0f747,0.5,0.0,0.0,0.0,0.0,0.0,0.0
97024041-21c5-46e1-b17d-e672f680b725,0.0,0.2319,0.2065,0.0,0.0,0.0,0.5
98ac706e-352b-46a3-ac37-fb83e79c4b29,0.0,0.0,0.0,0.0,0.0,0.5,0.0
9aeb316e-cab9-4633-b091-e149c9bab1c0,0.0,0.0,0.5,0.0,0.0,0.095,0.1025
9b0574f3-83d6-462b-b49f-4ab33e682cd5,0.0,0.4976,0.0,0.0,0.0,0.0,0.5
9be3ca8f-b8e7-4338-9341-8b40bc9ab17c,0.4441,0.0,0.0128,0.0,0.5,0.0366,0.0
9be6bf2f-d1ad-42ba-9e6a-af7051212ab7,0.0,0.0,0.5,0.0218,0.0,0.0,0.0142
9c1fe3b9-030a-4655-84a6-170d1012ad7f,0.0,0.0,0.0,0.0,0.1397,0.5,0.0
9c31aed1-6bfa-4107-b9f1-d72fa69a2753,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9ce3f808-a17b-444f-8889-f2ca38f635f2,0.5,0.0,0.0,0.2,0.0,0.0,0.0716
9fb5293f-b2ea-4abe-8c06-b71b8840b40e,0.0952,0.0,0.5,0.0,0.0,0.0,0.4582
9ff1f97a-d0ba-4bf4-ab69-9594277e294a,0.0,0.0,0.0,0.0,0.5,0.0,0.0
a1a9ed66-a127-41cb-b50b-82cf82078851,0.0,0.0,0.0,0.0,0.0,0.5,0.0
a378b4ce-a44c-47a5-b8a5-a8ce15336a07,0.044,0.0,0.0,0.0,0.5,0.0,0.0
a41a95c6-aace-4cec-a467-dd372a493eb1,0.0,0.0,0.0,0.0,0.5,0.0,0.0
a4806f9e-cea0-4ce7-91e7-5f64f0cffa58,0.0174,0.1291,0.0,0.0,0.5,0.0,0.0
a50f80f0-0b3f-4905-97aa-12a683d56eb1,0.0,0.0,0.0,0.0,0.5,0.0,0.0
a9567673-7b96-498f-8cc8-a11665a06ea8,0.1209,0.0,0.0,0.0,0.127,0.0,0.5
a96b81ad-1b0c-42cb-a3cd-95c10e287a47,0.0,0.0,0.0,0.0,0.5,0.0,0.0
aadfdb0c-ee2f-4e4f-a190-b511a0235263,0.5,0.0,0.0,0.0,0.1207,0.0,0.0
ac6d9627-34be-4703-a299-369ed650a7f1,0.0,0.5,0.0,0.5,1.0,0.0,0.5
ad211782-6efa-4676-ba2f-8b4be1bc3dc3,0.0,0.0,0.5,0.0,0.0,0.0,0.0
af8ed3f7-2580-4eef-becc-64826ebb8ac4,0.0,0.0,0.0,0.5,0.0,0.0,0.0
b094828c-05a5-415e-82f1-f4be09a62884,0.1658,0.0,0.3151,0.0,0.5,0.0,0.0
b105c128-482a-4d72-ba70-14d642e0ea25,0.0,0.0,0.0,0.0,0.5,0.0,0.0
b36d7631-f778-4a68-ad4d-bfb197fc381e,0.0,0.0,0.0,0.0,0.5,0.0,0.0
b5a4700e-696a-4ca4-a324-35c2dc358107,0.0,0.0926,0.5,0.0,0.0,0.0,0.0
b65f63dd-b8c8-491a-8228-0123cfaa4ad5,0.0,0.0,0.0,0.0,0.5,0.0415,0.3489
b6695b91-da67-4b4f-98ac-da08406dbdda,0.0,0.5,0.0,0.0,0.0,0.0,0.0
b696989d-87b1-4ec3-972b-677874edaa9d,0.0,0.0,0.0,0.0,0.5,0.0,0.0
b78263e8-ace1-434a-b55f-baa41233064d,0.0,0.0,0.0,0.0,0.5,0.0,0.0654
b8b51b51-cdc1-4a35-9506-7fa7f62ca641,0.0,0.5,0.0,0.0,0.0,0.0,0.0
b8c5c3db-8188-47c6-95d8-19daa34674f8,0.0,0.0,0.0,0.0,0.5,0.0,0.0
b8e49cc3-1626-461d-ac05-b885edd693d0,0.0,0.0,0.0,0.0,0.1431,0.0,0.5
b96ba36e-23ed-45ac-be40-bc6a424bdbc1,0.0,0.0,0.0,0.0,0.5,0.0,0.0
ba200dc0-7b28-46b8-a214-abef06d064a7,0.0,0.1056,0.5,0.0,0.0,0.4172,0.0
bb7535c5-5ef7-45ad-86e2-c00fdc90eea4,0.5,0.0,0.0,0.0673,0.0,0.0,0.0
bcd15739-1dc6-4259-b2e9-840519722466,0.0,0.0,0.5,0.0,0.0,0.0,0.0
bd8bfb1e-db97-462f-a6ed-b0366e5874f2,0.0,0.0,0.0,0.0,0.0,0.5,0.4779
be5b4df2-0af6-46aa-9102-516777c027f2,0.0,0.0,0.0,0.0,0.0,0.5,0.0
bef82929-860f-4645-972d-20912667ff58,0.3102,0.0,0.0,0.0,0.0,0.5,0.0
c26ea14f-ef65-4360-9c16-cd142e149555,0.0259,0.0,0.5,0.0,0.0,0.0,0.0
c3d18631-1431-4f1b-ae52-578ff8587eb7,0.0,0.0,0.5,0.0765,0.0,0.4499,0.0
c4220ec6-e647-4393-b9a2-64f505425017,0.0,0.0,0.5,0.0648,0.3461,0.0,0.0
c4270e29-3d3b-444f-ab5f-57ed31ab6b34,0.0,0.0315,0.0,0.0,0.5,0.0,0.0
c4e5d5c3-dd03-46d5-a90a-065aa0c65be0,0.0,0.0,0.5,0.0,0.0,0.1592,0.0
c5240730-b6f4-44f2-8c31-e560d2b93c3e,0.0,0.0,0.0,0.0,0.5,0.0,0.0
c6cba3cd-f16e-4d37-817a-a84907c6087f,0.5,0.0,0.0,0.0,0.1509,0.0,0.0
c711681e-199e-4dfb-85cd-78197c0c8785,0.0,0.2363,0.0,0.0,0.0,0.0,0.5
c9ac9db7-f880-46cf-a74f-c55ab9a43184,0.0551,0.0307,0.0,0.0,0.5,0.0,0.0
cb0ac722-16e5-429e-9f7d-e33aabb074ba,0.0,0.0,0.0,0.0,0.0,0.5,0.0
cc32986f-e394-4a03-a4a6-83cbdf2f09f9,0.0,0.0,0.0,0.5,0.0,0.0,0.0916
ccb4f61a-b2af-43b1-83a4-8d79cddc0341,0.0,0.0,0.0,0.0,0.0,0.5,0.0
cd7b74b3-ca2e-4a4c-adf1-130719538ed6,0.0749,0.0,0.0,0.5,0.0,0.0,0.0
cfa387f8-1fc5-41f6-a304-a7d8defdcb6b,0.0,0.0,0.0,0.0,0.0,0.0,0.5
cfba3e08-b622-4b92-a3f6-08568e7108ce,0.5,0.0,0.0,0.0,0.0,0.0,0.079
d068320e-e7e4-4558-8035-9e02927bbce5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
d1b5fc0c-c2af-4390-a78c-15d74f726722,0.0,0.5,0.0,0.0,0.0,0.0,0.0
d517fa86-5c53-4b6b-bca1-17ac4d76b0d5,0.0,0.4221,0.0,0.0,0.5,0.0,0.0
d5ede6b6-6d31-4111-85b6-e570529a467f,0.0,0.0,0.297,0.0,0.5,0.0,0.0
d6429e79-5b3b-41f9-a514-feef34061537,0.0,0.0,0.5,0.0,0.0,0.0,0.0
d642d4f7-8475-490f-a849-d251cdc3fe29,0.0,0.0,0.5,0.118,0.0,0.0,0.0132
d69f4071-dcfe-4a9f-a629-a6510051e7b4,0.0,0.0,0.0,0.0,0.0,0.5,0.0
d855588d-6253-4d49-9c6b-e764751adbaa,0.0,0.0,0.0428,0.0,0.5,0.0,0.0
d906e59c-663d-4bdf-811b-c0323231034c,0.5,0.0,0.0,0.0,0.0,0.2781,0.0
dc3201de-6eb7-4dc2-917c-47fea8057245,0.0,0.0,0.1284,0.0,0.0,0.5,0.0
dce7c1be-a658-45fc-854e-fc568bbbc582,0.5,0.0,0.0,0.4854,0.0,0.0,0.0
deb24624-6c28-4c6b-8e74-ae08ad95f097,0.0,0.0,0.1205,0.5,0.0,0.0,0.0
deef7cbf-2549-4874-9cb3-1867e791275d,0.5,0.0,0.0,0.0,0.0,0.0,0.0
dfd5d8d2-c877-4756-98c5-08ebc6fdea0c,0.0,0.0,0.0,0.0,0.0,0.5,0.2565
e0442bfb-1f98-466a-aec7-d5e0749c9bde,0.0,0.0,0.0,0.0,0.5,0.0,0.0
e1c07d66-f172-44e6-84e2-02113ebe67ac,0.0,0.1017,0.5,0.0,0.0,0.0,0.0
e2244770-dd74-4b18-bf75-bc7b8a397a6b,0.0,0.5,0.0,0.0,0.0,0.0,0.0
e34f7d07-247c-4042-a732-f50c1ee2d370,0.0,0.5,0.165,0.0,0.0,0.0,0.0
e3586620-94fc-46e5-ae02-dc1d751ad4a1,0.0,0.5,0.0,0.0,0.0843,0.0,0.0
e52728d8-095a-44ad-9b4f-2626d412b0ea,0.0196,0.0,0.0,0.0,0.0,0.5,0.0885
e682b5b1-c4f2-41ee-8bff-da6dd5eb3b80,0.0,0.0,0.0,0.5,0.0,0.0,0.0
e739a4fa-f3c3-467a-92ff-a1a0831a59e8,0.0,0.0,0.0,0.5,0.0,0.0,0.0
e7b2e793-6aa2-4287-8ec9-715fbe5122e3,0.5,0.0,0.0,0.0,0.0,0.0,0.2773
e7b34018-eba7-4ce7-9a93-198855855b1c,0.0,0.0,0.4666,0.0,0.0,0.5,0.4649
e8771c2c-e1a9-4a83-af34-4bb1ed4b0359,0.0,0.5,0.3912,0.0,0.0,0.0,0.0
e8ee97ca-0afb-417b-b647-5899b344ea69,0.0,0.0,0.0,0.0,0.5,0.0,0.0
e8f55f1c-2c29-42aa-8c9d-dce7f397285a,0.0,0.0,0.0,0.0,0.0,0.0,0.5
e91cde6b-787b-40cf-a451-7c83809fc0e5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
eb247ff8-c9fd-47ec-bf33-1185536704c8,0.0,0.0,0.5,0.0442,0.2733,0.0,0.0
ebdeab0a-d133-46fb-bc6b-e331d40a48f3,0.5,0.0,0.0,0.0935,0.0,0.0,0.0
ec360891-32f1-4c8b-a40c-2807418dc6ef,0.0,0.0,0.0,0.5,0.0,0.0,0.0
ec9ff1aa-e026-4b2c-9b58-909cb2ac4857,0.0,0.2098,0.0,0.0,0.0,0.5,0.0
ecc2c73d-228d-4094-b3a8-bb1d4d051a53,0.0,0.0,0.0,0.0,0.0,0.0,0.5
f012bbff-0ef0-4a0f-96d1-5c6f7fcdbd9e,0.0,0.5,0.0,0.0,0.0759,0.0,0.0
f016413d-76ac-40f8-bb93-3f78120c104f,0.5,0.0,0.0,0.0,0.0,0.0,0.0
f0ee6991-7d84-49b6-9481-3f72756ca197,0.0,0.0,0.5,0.0,0.0,0.0,0.0
f3cd0062-e2be-4641-8b1f-9a01f9181901,0.0,0.0,0.0,0.0,0.0,0.5,0.0
f3fb9d14-a6d0-46f9-9541-fbf7ffe184d2,0.2062,0.0,0.0,0.0,0.5,0.0,0.2277
f45e2cb9-845e-452e-ba3f-5e35ddfe1588,0.0,0.1278,0.0,0.0,0.0,0.5,0.0
f48ee036-74aa-43d5-8d4f-aec7b6e8b076,0.0,0.0,0.5,0.0,0.0,0.0,0.0
f5bef1ec-ecbd-4763-aa96-65c3c3a2f561,0.2918,0.0,0.0,0.5,0.0,0.2525,0.0
f5d69270-5042-46d1-bdda-e580b61167f5,0.5,0.0,0.0,0.0,0.2078,0.0,0.3824
f6a4913c-4249-4c26-a9af-88c6c03e74ce,0.5,0.0,0.0,0.0,0.0,0.0,0.0
f71f407f-7dc0-45c2-87db-987647b0ac19,0.0,0.0,0.0,0.0,0.0,0.5,0.0
f7d2c22e-15c7-40c5-b781-076b38957408,0.3615,0.0,0.3796,0.5,0.0806,0.0,0.0
f8a8fc3e-fa87-4115-b97d-760af3f1bf06,0.0,0.0,0.5,0.0,0.0,0.0,0.0
f95accc4-2bd4-4db5-97f2-cb65fdc607ac,0.5,0.0,0.0,0.0777,0.0,0.0,0.0
fa1b7589-f67c-4a9f-a0cb-3c2b95fba51d,0.0,0.0,0.0,0.0,0.5,0.0,0.0
fa906ec0-6a1a-4c92-873e-5e4697ca4dc2,0.0,0.0,0.0,0.5,0.0,0.0,0.0
faaa04bd-ee10-43fe-bf48-14f4b0189cf7,0.0,0.0,0.5,0.0,0.0,0.0,0.0
fbfdcf58-0383-43bd-8e14-4c9cad1806f5,0.0,0.5,0.2655,0.0,0.0,0.0,0.0
fd22e876-3a16-4fda-9113-1692389a263f,0.0,0.0,0.0,0.0,0.0,0.0,0.5
fdb88e21-d253-4d5a-9fef-10857f0c1aab,0.5,0.0,0.0,0.0,0.0,0.2887,0.0
ff27217a-c9af-4a5c-8e56-a0f1212e7f3c,0.0,0.0,0.0,0.0,0.5,0.0,0.0
ff553503-e3b6-4eac-b334-774a9a7446cc,0.0,0.0,0.0,0.0,0.5,0.0,0.0
ffa8953b-2397-4cff-91ee-ed96dbb6c1c7,0.0,0.0,0.5,0.0,0.2275,0.0,0.0
ffbe45c3-dd5c-4816-b108-1032d6591f0d,0.5,0.0774,0.0,0.3678,0.0,0.0,0.2484
ffd09db3-d5f9-4fb8-98aa-cfee2c88ec36,0.38,0.5,0.3229,0.0,0.0,0.0,0.0
testessl846@gmail.com,1.0,0.4555,0.1038,0.0684,0.0759,0.5832,0.2428
